,Server_Utilization_Rate_Percent,IT_Equipment_Energy_kWh,Total_Facility_Energy_kWh,PUE_Power_Usage_Effectiveness,DCiE_Data_Center_Infrastructure_Efficiency_Percent,Grid_Carbon_Intensity_gCO2eq_per_kWh,Scope_2_Emissions_kgCO2eq,CUE_Carbon_Usage_Effectiveness_kgCO2eq_per_kWh,WUE_Water_Usage_Effectiveness_L_per_kWh,ERF_Energy_Reuse_Factor,Scope_1_Emissions_kgCO2eq,Scope_3_Emissions_Embodied_Carbon_kgCO2eq,E_Waste_Diversion_Rate_Percent,VM_Density_VMs_per_Host,ITEU_IT_Equipment_Utilization_Percent,Compute_Density_kW_per_Rack,Network_Equipment_Power_Percent_of_IT,ASHRAE_Thermal_Guideline_Conformance_Percent,Delta_T_Across_Racks_C,Cooling_System_Efficiency_kW_per_Ton,CFE_24_7_Carbon_Free_Energy_Score_Percent,Power_Factor,UPS_System_Efficiency_Percent,Server_Refresh_Cycle_Years,Circular_Economy_Percentage,Waste_Diversion_Rate_Percent,Scope_3_Water_Processing_Emissions_kgCO2eq
25/07/25 2:45,60.71,312.61,464.26,1.49,67.34,241.57,112.15,0.36,0.22,0.05,0,4.28,99.8,6,57.68,15.04,13.49,100,12.43,0.25,67.79,0.98,98.9,5.5,22,92,0.03
25/07/25 3:00,66.67,347.92,508.06,1.46,68.48,246.66,125.32,0.36,0.21,0.05,0,4.28,99.8,6,63.34,15.33,12.49,100,12.67,0.26,67.11,0.98,98.54,5.5,22,92,0.04
25/07/25 3:15,62.57,319.23,470.09,1.47,67.91,258.37,121.46,0.38,0.21,0.05,0,4.28,99.8,6,59.44,15.13,12.21,100,12.5,0.26,65.55,0.99,98.6,5.5,22,92,0.03
25/07/25 3:30,63.49,325.7,479.17,1.47,67.97,237.29,113.7,0.35,0.22,0.06,0,4.28,99.8,7,60.32,15.17,13.97,100,12.54,0.26,68.36,0.99,98.65,5.5,22,92,0.04
25/07/25 3:45,67.98,349.33,513.19,1.47,68.07,264.81,135.9,0.39,0.21,0.05,0,4.28,99.8,5,64.58,15.4,12.83,100,12.72,0.26,64.69,0.98,98.65,5.5,22,92,0.04
25/07/25 4:00,65.97,341.82,501.11,1.47,68.21,286.45,143.54,0.42,0.2,0.05,0,4.28,99.8,6,62.67,15.3,13.46,100,12.64,0.26,61.81,0.99,98.97,5.5,22,92,0.03
25/07/25 4:15,68.24,346.46,505.54,1.46,68.53,276.92,140,0.4,0.21,0.05,0,4.28,99.8,6,64.83,15.41,12.07,100,12.73,0.26,63.08,0.98,98.99,5.5,22,92,0.04
25/07/25 4:30,70.05,362.36,527.59,1.46,68.68,275.17,145.18,0.4,0.2,0.05,0,4.28,99.8,7,66.54,15.5,12.52,100,12.8,0.26,63.31,0.98,98.55,5.5,22,92,0.04
25/07/25 4:45,65.02,330.76,489.06,1.48,67.63,267.23,130.69,0.4,0.2,0.05,0,4.28,99.8,5,61.77,15.25,13.85,100,12.6,0.25,64.37,0.99,98.62,5.5,22,92,0.03
25/07/25 5:00,69.85,363.23,529.74,1.46,68.57,276.82,146.64,0.4,0.19,0.06,0,4.28,99.8,5,66.36,15.49,12.45,100,12.79,0.26,63.09,0.99,99,5.5,22,92,0.03
25/07/25 5:15,70.83,359.96,524.88,1.46,68.58,290.3,152.38,0.42,0.19,0.05,0,4.28,99.8,6,67.29,15.54,12.02,100,12.83,0.26,61.29,0.98,98.89,5.5,22,92,0.03
25/07/25 5:30,67.56,344.88,507.76,1.47,67.92,296.84,150.72,0.44,0.19,0.06,0,4.28,99.8,5,64.18,15.38,12.21,100,12.7,0.26,60.42,0.99,98.76,5.5,22,92,0.03
25/07/25 5:45,69.55,354.91,516.57,1.46,68.71,283.75,146.57,0.41,0.19,0.06,0,4.28,99.8,6,66.07,15.48,12.93,100,12.78,0.26,62.17,0.99,98.72,5.5,22,92,0.03
25/07/25 6:00,70.27,363.22,531.69,1.46,68.32,284.24,151.13,0.42,0.19,0.06,0,4.28,99.8,7,66.76,15.51,13.15,100,12.81,0.26,62.1,0.98,98.8,5.5,22,92,0.03
25/07/25 6:15,67.01,342.16,504.35,1.47,67.84,289.44,145.98,0.43,0.19,0.06,0,4.28,99.8,6,63.66,15.35,13.39,100,12.68,0.26,61.41,0.98,98.6,5.5,22,92,0.03
25/07/25 6:30,66.11,336.24,496.58,1.48,67.71,289.69,143.86,0.43,0.21,0.05,0,4.28,99.8,7,62.81,15.31,12.56,100,12.64,0.25,61.37,0.98,98.79,5.5,22,92,0.04
25/07/25 6:45,70.61,361.32,528.68,1.46,68.34,294.08,155.48,0.43,0.19,0.06,0,4.28,99.8,7,67.08,15.53,12.6,100,12.82,0.26,60.79,0.99,98.89,5.5,22,92,0.04
25/07/25 7:00,67.13,344.67,503.4,1.46,68.47,264.33,133.06,0.39,0.2,0.05,0,4.28,99.8,7,63.77,15.36,12.59,100,12.69,0.26,64.76,0.98,98.96,5.5,22,92,0.03
25/07/25 7:15,68.96,355.88,521.83,1.47,68.2,268.51,140.12,0.39,0.19,0.05,0,4.28,99.8,6,65.52,15.45,13.75,100,12.76,0.26,64.2,0.99,98.9,5.5,22,92,0.03
25/07/25 7:30,66.28,337.94,495.19,1.47,68.24,286.77,142.01,0.42,0.2,0.06,0,4.28,99.8,7,62.97,15.31,12.42,100,12.65,0.26,61.76,0.99,98.71,5.5,22,92,0.03
25/07/25 7:45,68.42,352.38,514.14,1.46,68.54,262.41,134.91,0.38,0.19,0.05,0,4.28,99.8,7,65,15.42,13.39,100,12.74,0.26,65.01,0.99,98.89,5.5,22,92,0.03
25/07/25 8:00,65.8,341.94,502.1,1.47,68.1,265.22,133.16,0.39,0.19,0.05,0,4.28,99.8,6,62.51,15.29,13.69,100,12.63,0.26,64.64,0.99,98.71,5.5,22,92,0.03
25/07/25 8:15,69.03,356.71,519.53,1.46,68.66,279.44,145.18,0.41,0.19,0.06,0,4.28,99.8,6,65.58,15.45,12.67,100,12.76,0.26,62.74,0.99,98.9,5.5,22,92,0.03
25/07/25 8:30,66.44,341.15,500.64,1.47,68.14,254.71,127.52,0.37,0.18,0.05,0,4.28,99.8,6,63.12,15.32,13.89,100,12.66,0.26,66.04,0.99,98.89,5.5,22,92,0.03
25/07/25 8:45,69.4,354.86,518.58,1.46,68.43,274.25,142.22,0.4,0.19,0.06,0,4.28,99.8,5,65.93,15.47,12.46,100,12.78,0.26,63.43,0.99,98.87,5.5,22,92,0.03
25/07/25 9:00,24.69,133.47,494.87,1.47,67.84,268.7,132.97,0.4,0.19,0.06,0,4.28,99.8,3,23.46,13.23,12.07,100,10.99,0.26,64.17,0.98,98.7,5.5,22,92,0.01
25/07/25 9:15,24.81,134.64,497.8,1.48,67.68,247.98,123.44,0.37,0.21,0.06,0,4.28,99.8,1,23.57,13.24,13.86,100,10.99,0.25,66.94,0.98,98.91,5.5,22,92,0.01
25/07/25 9:30,22.09,118,484.96,1.48,67.44,260.24,126.21,0.39,0.18,0.05,0,4.28,99.8,2,20.98,13.1,13.38,100,10.88,0.25,65.3,0.99,98.83,5.5,22,92,0.01
25/07/25 9:45,22.24,117.74,504.12,1.46,68.39,270.83,136.53,0.4,0.22,0.06,0,4.28,99.8,2,21.12,13.11,12.41,100,10.89,0.26,63.89,0.98,98.74,5.5,22,92,0.01
25/07/25 10:00,20.56,112.62,496.84,1.47,67.81,220.19,109.4,0.32,0.21,0.05,0,4.28,99.8,1,19.53,13.03,12.18,100,10.82,0.26,70.64,0.98,98.61,5.5,22,92,0.01
25/07/25 10:15,20.64,112.23,463.67,1.49,67.24,224.83,104.25,0.33,0.2,0.05,0,4.28,99.8,1,19.61,13.03,12.21,100,10.83,0.25,70.02,0.98,98.88,5.5,22,92,0.01
25/07/25 10:30,25.03,138.62,463.73,1.48,67.44,242.32,112.37,0.36,0.21,0.06,0,4.28,99.8,2,23.78,13.25,13.16,100,11,0.25,67.69,0.98,98.89,5.5,22,92,0.01
25/07/25 10:45,29.85,157.12,487.23,1.48,67.54,232.01,113.04,0.34,0.19,0.05,0,4.28,99.8,1,28.36,13.49,12.89,100,11.19,0.25,69.06,0.98,98.74,5.5,22,92,0.01
25/07/25 11:00,22.12,116.78,474.98,1.48,67.6,239.15,113.59,0.35,0.19,0.06,0,4.28,99.8,3,21.01,13.11,13.47,100,10.88,0.25,68.11,0.98,98.93,5.5,22,92,0.01
25/07/25 11:15,27.61,143.68,476.64,1.47,67.83,208.03,99.16,0.31,0.19,0.05,0,4.28,99.8,3,26.23,13.38,13.09,100,11.1,0.26,72.26,0.99,98.54,5.5,22,92,0.01
25/07/25 11:30,24.1,131.13,456.96,1.49,67.3,224.89,102.77,0.33,0.18,0.05,0,4.28,99.8,1,22.9,13.21,13.97,100,10.96,0.25,70.01,0.98,98.75,5.5,22,92,0.01
25/07/25 11:45,29.83,160.34,475.33,1.48,67.46,219.22,104.2,0.32,0.19,0.06,0,4.28,99.8,2,28.34,13.49,12.76,100,11.19,0.25,70.77,0.98,98.73,5.5,22,92,0.02
25/07/25 12:00,29.43,161.27,462.58,1.49,67.2,216.35,100.08,0.32,0.2,0.06,0,4.28,99.8,2,27.96,13.47,13.8,100,11.18,0.25,71.15,0.99,98.81,5.5,22,92,0.02
25/07/25 12:15,26.75,145.67,470.14,1.49,67.14,200.67,94.34,0.3,0.18,0.06,0,4.28,99.8,2,25.42,13.34,12.49,100,11.07,0.25,73.24,0.98,98.61,5.5,22,92,0.01
25/07/25 12:30,22.52,119.76,439.74,1.49,67.27,217.95,95.84,0.32,0.19,0.06,0,4.28,99.8,1,21.4,13.13,12.94,100,10.9,0.25,70.94,0.99,98.81,5.5,22,92,0.01
25/07/25 12:45,28.23,154.31,439.68,1.49,67.17,197,86.62,0.29,0.2,0.05,0,4.28,99.8,3,26.82,13.41,13.42,100,11.13,0.25,73.73,0.99,98.62,5.5,22,92,0.02
25/07/25 13:00,23.48,129.64,449.12,1.49,67.02,183.08,82.23,0.27,0.19,0.05,0,4.28,99.8,2,22.31,13.17,13.53,100,10.94,0.25,75.59,0.99,98.97,5.5,22,92,0.01
25/07/25 13:15,24.14,130.51,411.34,1.5,66.62,185.09,76.14,0.28,0.2,0.06,0,4.28,99.8,2,22.93,13.21,13.81,100,10.97,0.25,75.32,0.99,98.74,5.5,22,92,0.01
25/07/25 13:30,24.05,134.44,428.01,1.51,66.42,186.33,79.75,0.28,0.19,0.06,0,4.28,99.8,1,22.85,13.2,13.13,100,10.96,0.25,75.16,0.99,98.61,5.5,22,92,0.01
25/07/25 13:45,26.09,137.03,422.08,1.51,66.3,163.5,69.01,0.25,0.19,0.05,0,4.28,99.8,3,24.79,13.3,12.33,100,11.04,0.25,78.2,0.98,98.79,5.5,22,92,0.01
25/07/25 14:00,24.56,134.62,397.97,1.51,66.09,143.96,57.29,0.22,0.21,0.05,0,4.28,99.8,1,23.33,13.23,12.37,100,10.98,0.25,80.81,0.98,98.62,5.5,22,92,0.01
25/07/25 14:15,25.53,133.27,403.38,1.51,66.3,151.68,61.19,0.23,0.18,0.05,0,4.28,99.8,3,24.25,13.28,12.85,100,11.02,0.25,79.78,0.99,98.62,5.5,22,92,0.01
25/07/25 14:30,22.5,121.86,403.68,1.52,65.65,179.31,72.38,0.27,0.2,0.05,0,4.28,99.8,3,21.37,13.12,12.76,100,10.9,0.25,76.09,0.99,98.55,5.5,22,92,0.01
25/07/25 14:45,20.93,114.19,432.19,1.49,66.99,140.13,60.56,0.21,0.19,0.05,0,4.28,99.8,2,19.88,13.05,13.99,100,10.84,0.25,81.32,0.98,98.6,5.5,22,92,0.01
25/07/25 15:00,25.66,140.62,386.63,1.53,65.34,141.49,54.7,0.22,0.18,0.06,0,4.28,99.8,3,24.37,13.28,12.27,100,11.03,0.24,81.13,0.98,98.76,5.5,22,92,0.01
25/07/25 15:15,28.93,152.8,422.85,1.51,66.42,145.56,61.55,0.22,0.22,0.06,0,4.28,99.8,1,27.48,13.45,12.39,100,11.16,0.25,80.59,0.99,98.5,5.5,22,92,0.02
25/07/25 15:30,27.76,147.26,398.57,1.52,65.84,151.07,60.21,0.23,0.22,0.05,0,4.28,99.8,3,26.37,13.39,13.25,100,11.11,0.25,79.86,0.99,98.69,5.5,22,92,0.02
25/07/25 15:45,22.48,117.54,400.48,1.51,66.09,133.45,53.45,0.2,0.21,0.05,0,4.28,99.8,3,21.36,13.12,12.77,100,10.9,0.25,82.21,0.99,98.63,5.5,22,92,0.01
25/07/25 16:00,27.64,150.57,389.84,1.53,65.44,116.41,45.38,0.18,0.21,0.06,0,4.28,99.8,2,26.26,13.38,12.66,100,11.11,0.24,84.48,0.99,98.84,5.5,22,92,0.02
25/07/25 16:15,26.66,145.92,409.43,1.51,66.26,122.05,49.97,0.18,0.19,0.06,0,4.28,99.8,1,25.33,13.33,12.16,100,11.07,0.25,83.73,0.98,98.82,5.5,22,92,0.01
25/07/25 16:30,25.05,136.43,387.95,1.53,65.55,127.7,49.54,0.19,0.21,0.06,0,4.28,99.8,3,23.8,13.25,13.56,100,11,0.24,82.97,0.98,98.77,5.5,22,92,0.01
25/07/25 16:45,29.49,157.74,403.57,1.53,65.57,116.66,47.08,0.18,0.21,0.05,0,4.28,99.8,3,28.02,13.47,12.79,100,11.18,0.24,84.45,0.99,98.99,5.5,22,92,0.02
25/07/25 17:00,23.71,131.79,381.37,1.53,65.44,137.61,52.48,0.21,0.2,0.06,0,4.28,99.8,3,22.52,13.19,13.55,100,10.95,0.24,81.65,0.99,98.56,5.5,22,92,0.01
25/07/25 17:15,50.12,265.35,403.5,1.52,65.76,120.53,48.63,0.18,0.18,0.05,0,4.28,99.8,5,47.61,14.51,12.43,100,12,0.25,83.93,0.98,98.59,5.5,22,92,0.02
25/07/25 17:30,50.66,261,396.23,1.52,65.87,142.27,56.37,0.22,0.19,0.05,0,4.28,99.8,4,48.12,14.53,13.59,100,12.03,0.25,81.03,0.98,98.96,5.5,22,92,0.03
25/07/25 17:45,49.2,252.78,388.27,1.54,65.1,136.27,52.91,0.21,0.21,0.06,0,4.28,99.8,5,46.74,14.46,12.86,100,11.97,0.24,81.83,0.98,98.57,5.5,22,92,0.03
25/07/25 18:00,51.24,261.98,399.97,1.53,65.5,125.03,50.01,0.19,0.2,0.06,0,4.28,99.8,4,48.67,14.56,12.87,100,12.05,0.24,83.33,0.98,98.86,5.5,22,92,0.03
25/07/25 18:15,50.49,257.76,391.42,1.52,65.85,132.01,51.67,0.2,0.19,0.06,0,4.28,99.8,6,47.96,14.52,12.83,100,12.02,0.25,82.4,0.99,98.64,5.5,22,92,0.02
25/07/25 18:30,46.49,240.5,372,1.55,64.65,116.57,43.36,0.18,0.2,0.05,0,4.28,99.8,5,44.16,14.32,12.05,100,11.86,0.24,84.46,0.98,98.6,5.5,22,92,0.02
25/07/25 18:45,46.84,245.59,376.65,1.53,65.2,111.07,41.84,0.17,0.2,0.05,0,4.28,99.8,3,44.5,14.34,13.65,100,11.87,0.24,85.19,0.98,98.65,5.5,22,92,0.02
25/07/25 19:00,46.1,241.86,373.4,1.54,64.77,104.65,39.08,0.16,0.22,0.06,0,4.28,99.8,5,43.79,14.3,12.9,100,11.84,0.24,86.05,0.99,98.54,5.5,22,92,0.03
25/07/25 19:15,50.17,265.42,402.48,1.52,65.95,117.35,47.23,0.18,0.22,0.05,0,4.28,99.8,4,47.67,14.51,13.31,100,12.01,0.25,84.35,0.98,99,5.5,22,92,0.03
25/07/25 19:30,46.08,238.23,366.15,1.54,65.06,106.99,39.17,0.16,0.2,0.06,0,4.28,99.8,3,43.78,14.3,13.1,100,11.84,0.24,85.74,0.98,98.76,5.5,22,92,0.02
25/07/25 19:45,50.6,258.23,395.24,1.53,65.34,136.17,53.82,0.21,0.21,0.06,0,4.28,99.8,5,48.07,14.53,12.48,100,12.02,0.24,81.84,0.99,98.85,5.5,22,92,0.03
25/07/25 20:00,51.76,268.01,404.38,1.51,66.28,123.83,50.08,0.19,0.21,0.06,0,4.28,99.8,5,49.17,14.59,12.68,100,12.07,0.25,83.49,0.98,99,5.5,22,92,0.03
25/07/25 20:15,49.64,253.38,387.79,1.53,65.34,113.48,44.01,0.17,0.2,0.05,0,4.28,99.8,3,47.16,14.48,13.12,100,11.99,0.24,84.87,0.98,98.57,5.5,22,92,0.03
25/07/25 20:30,47.57,249.8,382.47,1.53,65.31,120.89,46.24,0.19,0.22,0.05,0,4.28,99.8,4,45.19,14.38,12.99,100,11.9,0.24,83.88,0.98,98.78,5.5,22,92,0.03
25/07/25 20:45,49.23,254.65,389.43,1.53,65.39,117.31,45.68,0.18,0.19,0.05,0,4.28,99.8,5,46.77,14.46,13.61,100,11.97,0.24,84.36,0.98,98.95,5.5,22,92,0.02
25/07/25 21:00,51.12,268.67,406.85,1.51,66.04,154.25,62.76,0.23,0.21,0.06,0,4.28,99.8,5,48.56,14.56,12.11,100,12.04,0.25,79.43,0.98,98.67,5.5,22,92,0.03
25/07/25 21:15,52.66,269.45,406.35,1.51,66.31,141.73,57.59,0.21,0.18,0.06,0,4.28,99.8,4,50.03,14.63,13.08,100,12.11,0.25,81.1,0.98,98.54,5.5,22,92,0.02
25/07/25 21:30,50.06,260.63,395.23,1.52,65.94,161.07,63.66,0.24,0.2,0.05,0,4.28,99.8,4,47.56,14.5,13.78,100,12,0.25,78.52,0.99,98.67,5.5,22,92,0.03
25/07/25 21:45,50.69,263.72,399.31,1.51,66.04,131.63,52.56,0.2,0.21,0.06,0,4.28,99.8,6,48.15,14.53,13.66,100,12.03,0.25,82.45,0.98,98.51,5.5,22,92,0.03
25/07/25 22:00,51.22,264.05,400.03,1.51,66.01,149.71,59.89,0.23,0.19,0.05,0,4.28,99.8,6,48.66,14.56,12.33,100,12.05,0.25,80.04,0.98,98.63,5.5,22,92,0.03
25/07/25 22:15,54.06,277.24,416.38,1.5,66.58,163.54,68.1,0.25,0.2,0.05,0,4.28,99.8,6,51.36,14.7,13.07,100,12.16,0.25,78.19,0.99,98.51,5.5,22,92,0.03
25/07/25 22:30,54.04,276.41,414.94,1.5,66.62,177.94,73.83,0.27,0.19,0.06,0,4.28,99.8,6,51.34,14.7,13.33,100,12.16,0.25,76.27,0.99,98.97,5.5,22,92,0.03
25/07/25 22:45,56.06,288.93,434.35,1.5,66.52,159.14,69.12,0.24,0.22,0.06,0,4.28,99.8,5,53.26,14.8,12.73,100,12.24,0.25,78.78,0.98,98.86,5.5,22,92,0.03
25/07/25 23:00,57.01,296.24,440.78,1.49,67.21,169.62,74.76,0.25,0.21,0.06,0,4.28,99.8,4,54.16,14.85,12.34,100,12.28,0.25,77.38,0.99,98.84,5.5,22,92,0.03
25/07/25 23:15,55.44,288.82,432.02,1.5,66.85,173.42,74.92,0.26,0.21,0.06,0,4.28,99.8,5,52.67,14.77,12.05,100,12.22,0.25,76.88,0.98,98.8,5.5,22,92,0.03
25/07/25 23:30,58.66,298.96,446.71,1.49,66.93,192.19,85.85,0.29,0.2,0.05,0,4.28,99.8,5,55.73,14.93,12.6,100,12.35,0.25,74.38,0.98,98.73,5.5,22,92,0.03
25/07/25 23:45,57.26,295.2,440.77,1.49,66.97,181.04,79.8,0.27,0.21,0.05,0,4.28,99.8,6,54.39,14.86,12.64,100,12.29,0.25,75.86,0.99,98.83,5.5,22,92,0.03
26/07/25 0:00,51.36,265.28,400.96,1.51,66.16,200,80.19,0.3,0.21,0.05,0,4.28,99.8,4,48.79,14.57,12.03,100,12.05,0.25,73.33,0.99,98.84,5.5,22,92,0.03
26/07/25 0:15,49.28,260.77,398.99,1.53,65.36,190.19,75.88,0.29,0.19,0.05,0,4.28,99.8,4,46.81,14.46,13.95,100,11.97,0.24,74.64,0.98,98.8,5.5,22,92,0.02
26/07/25 0:30,49.2,255.99,388.69,1.52,65.86,200.51,77.94,0.3,0.2,0.05,0,4.28,99.8,5,46.74,14.46,12.93,100,11.97,0.25,73.27,0.98,98.82,5.5,22,92,0.03
26/07/25 0:45,48.8,258.55,391.16,1.51,66.1,198.7,77.72,0.3,0.21,0.06,0,4.28,99.8,5,46.36,14.44,12.25,100,11.95,0.25,73.51,0.98,98.82,5.5,22,92,0.03
26/07/25 1:00,55.06,281.87,424.08,1.5,66.47,204.25,86.62,0.31,0.19,0.05,0,4.28,99.8,5,52.31,14.75,13.14,100,12.2,0.25,72.77,0.98,98.54,5.5,22,92,0.03
26/07/25 1:15,54.46,287.19,428.48,1.49,67.03,203.88,87.36,0.3,0.2,0.06,0,4.28,99.8,4,51.73,14.72,12.66,100,12.18,0.25,72.82,0.99,98.6,5.5,22,92,0.03
26/07/25 1:30,53.16,274.63,413.9,1.51,66.35,204.57,84.67,0.31,0.22,0.05,0,4.28,99.8,6,50.5,14.66,13.06,100,12.13,0.25,72.72,0.99,98.65,5.5,22,92,0.03
26/07/25 1:45,51.97,265.24,403.26,1.52,65.77,214.84,86.64,0.33,0.2,0.06,0,4.28,99.8,6,49.37,14.6,13.01,100,12.08,0.25,71.35,0.98,98.77,5.5,22,92,0.03
26/07/25 2:00,54.79,287.81,432.65,1.5,66.52,243.54,105.37,0.37,0.2,0.06,0,4.28,99.8,5,52.05,14.74,12.03,100,12.19,0.25,67.53,0.99,98.7,5.5,22,92,0.03
26/07/25 2:15,54.21,279.41,419.6,1.5,66.59,222.85,93.51,0.33,0.2,0.05,0,4.28,99.8,5,51.5,14.71,12.7,100,12.17,0.25,70.29,0.99,98.62,5.5,22,92,0.03
26/07/25 2:30,57.5,299.72,446.59,1.49,67.11,231.08,103.2,0.34,0.2,0.06,0,4.28,99.8,6,54.62,14.87,13.55,100,12.3,0.25,69.19,0.99,98.78,5.5,22,92,0.03
26/07/25 2:45,57.41,294.89,440.97,1.5,66.87,221.81,97.81,0.33,0.21,0.06,0,4.28,99.8,6,54.54,14.87,13.61,100,12.3,0.25,70.42,0.99,98.98,5.5,22,92,0.03
26/07/25 3:00,56.77,298.12,443.72,1.49,67.19,242.71,107.7,0.36,0.2,0.06,0,4.28,99.8,4,53.93,14.84,12.16,100,12.27,0.25,67.64,0.99,98.61,5.5,22,92,0.03
26/07/25 3:15,55.24,286.93,430.75,1.5,66.61,245.87,105.91,0.37,0.19,0.05,0,4.28,99.8,5,52.47,14.76,13.62,100,12.21,0.25,67.22,0.98,98.88,5.5,22,92,0.03
26/07/25 3:30,60.13,312.17,464.37,1.49,67.22,264.37,122.77,0.39,0.21,0.05,0,4.28,99.8,7,57.12,15.01,13.48,100,12.41,0.25,64.75,0.98,98.84,5.5,22,92,0.03
26/07/25 3:45,54.48,283.07,426.09,1.51,66.43,250.27,106.64,0.38,0.21,0.06,0,4.28,99.8,4,51.76,14.72,12.8,100,12.18,0.25,66.63,0.99,98.78,5.5,22,92,0.03
26/07/25 4:00,59.4,305.7,453.94,1.48,67.34,260.56,118.28,0.39,0.51,0.06,0,4.28,99.8,6,56.43,14.97,12.03,100,12.38,0.25,65.26,0.99,98.87,5.5,22,92,0.08
26/07/25 4:15,56.71,290.48,437.52,1.51,66.39,275.87,120.7,0.42,0.58,0.06,0,4.28,99.8,4,53.88,14.84,13.66,100,12.27,0.25,63.22,0.99,98.75,5.5,22,92,0.08
26/07/25 4:30,59.2,306.38,457.16,1.49,67.02,255.36,116.74,0.38,0.52,0.06,0,4.28,99.8,4,56.24,14.96,13.16,100,12.37,0.25,65.95,0.99,98.63,5.5,22,92,0.08
26/07/25 4:45,61.47,316.67,467.15,1.48,67.79,269.92,126.09,0.4,0.56,0.05,0,4.28,99.8,5,58.4,15.07,12.91,100,12.46,0.25,64.01,0.99,98.83,5.5,22,92,0.09
26/07/25 5:00,58.51,304.61,452.08,1.48,67.38,259.69,117.4,0.39,0.53,0.05,0,4.28,99.8,6,55.58,14.93,13.95,100,12.34,0.25,65.38,0.98,98.95,5.5,22,92,0.08
26/07/25 5:15,58.37,301.83,447.68,1.48,67.42,257.43,115.25,0.38,0.55,0.06,0,4.28,99.8,4,55.45,14.92,12.33,100,12.33,0.25,65.68,0.99,98.56,5.5,22,92,0.08
26/07/25 5:30,59.14,300.82,446.82,1.49,67.32,261.08,116.66,0.39,0.56,0.05,0,4.28,99.8,6,56.18,14.96,13.95,100,12.37,0.25,65.19,0.98,98.96,5.5,22,92,0.08
26/07/25 5:45,60.71,309.99,461.96,1.49,67.1,261.52,120.81,0.39,0.56,0.06,0,4.28,99.8,7,57.67,15.04,13.51,100,12.43,0.25,65.13,0.99,99,5.5,22,92,0.09
26/07/25 6:00,61.25,319.99,475.09,1.48,67.35,281.51,133.74,0.42,0.59,0.05,0,4.28,99.8,7,58.19,15.06,13.41,100,12.45,0.25,62.47,0.99,98.98,5.5,22,92,0.09
26/07/25 6:15,62.79,320.01,472.88,1.48,67.67,299.18,141.48,0.44,0.6,0.06,0,4.28,99.8,6,59.65,15.14,12.19,100,12.51,0.25,60.11,0.99,98.56,5.5,22,92,0.1
26/07/25 6:30,62.21,316.71,467.09,1.47,67.8,263.83,123.23,0.39,0.51,0.05,0,4.28,99.8,5,59.1,15.11,13.43,100,12.49,0.26,64.82,0.98,98.99,5.5,22,92,0.08
26/07/25 6:45,58.17,305.31,452.62,1.48,67.45,292.18,132.25,0.43,0.59,0.05,0,4.28,99.8,5,55.26,14.91,12.63,100,12.33,0.25,61.04,0.98,98.59,5.5,22,92,0.09
26/07/25 7:00,60.48,309.73,462.43,1.49,66.98,266.49,123.23,0.4,0.55,0.06,0,4.28,99.8,7,57.46,15.02,12.03,100,12.42,0.25,64.47,0.98,98.82,5.5,22,92,0.09
26/07/25 7:15,62.23,322.21,473.99,1.47,67.98,291.46,138.15,0.43,0.52,0.05,0,4.28,99.8,5,59.12,15.11,13.45,100,12.49,0.26,61.14,0.98,98.9,5.5,22,92,0.08
26/07/25 7:30,58.21,299.52,445.34,1.49,67.26,274.98,122.46,0.41,0.5,0.05,0,4.28,99.8,5,55.29,14.91,13.74,100,12.33,0.25,63.34,0.98,98.74,5.5,22,92,0.08
26/07/25 7:45,60.56,310.69,463.2,1.49,67.07,291.43,134.99,0.43,0.51,0.05,0,4.28,99.8,5,57.54,15.03,12.35,100,12.42,0.25,61.14,0.98,98.85,5.5,22,92,0.08
26/07/25 8:00,60.33,312.42,463.43,1.48,67.41,281.62,130.51,0.42,0.54,0.06,0,4.28,99.8,6,57.31,15.02,13.41,100,12.41,0.25,62.45,0.99,98.84,5.5,22,92,0.08
26/07/25 8:15,56.16,286.97,429.21,1.5,66.86,270,115.89,0.4,0.2,0.06,0,4.28,99.8,6,53.35,14.81,12.12,100,12.25,0.25,64,0.98,98.74,5.5,22,92,0.03
26/07/25 8:30,61.73,321.84,477.78,1.48,67.36,283.32,135.37,0.42,0.19,0.05,0,4.28,99.8,6,58.64,15.09,13.4,100,12.47,0.25,62.22,0.99,98.78,5.5,22,92,0.03
26/07/25 8:45,57.26,292.48,438.82,1.5,66.65,288.3,126.51,0.43,0.18,0.06,0,4.28,99.8,5,54.4,14.86,13.13,100,12.29,0.25,61.56,0.99,98.99,5.5,22,92,0.03
26/07/25 9:00,59.39,308.84,458.62,1.48,67.34,264.3,121.21,0.39,0.18,0.06,0,4.28,99.8,6,56.42,14.97,12.32,100,12.38,0.25,64.76,0.99,98.53,5.5,22,92,0.03
26/07/25 9:15,57.23,291.54,437.47,1.5,66.64,261.24,114.28,0.39,0.18,0.06,0,4.28,99.8,4,54.36,14.86,12.83,100,12.29,0.25,65.17,0.98,98.65,5.5,22,92,0.03
26/07/25 9:30,59.37,301.9,448.75,1.49,67.28,258.8,116.13,0.38,0.22,0.06,0,4.28,99.8,5,56.41,14.97,12.72,100,12.37,0.25,65.49,0.98,98.75,5.5,22,92,0.03
